时间,维度,主体,X,Y,Z,事件,目标,x,y,z,附加信息
2023-03-05 00:02:52,主世界,LodgedSphinx459,-10315,62,-895,使用物品点击方块,minecraft:grass,-10315,59,-895,使用物品：Water Bucket 类型：minecraft:water_bucket
2023-03-05 00:02:52,主世界,LodgedSphinx459,-10315,62,-895,放置方块,minecraft:grass,-10315,59,-895,
2023-03-05 00:02:52,主世界,LodgedSphinx459,-10315,62,-895,使用物品点击方块,minecraft:flowing_water,-10315,60,-895,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:02:52,主世界,LodgedSphinx459,-10315,62,-895,放置方块,minecraft:flowing_water,-10315,60,-895,
2023-03-05 00:02:53,主世界,LodgedSphinx459,-10316,60,-895,使用物品,Water Bucket,,,,类型：minecraft:water_bucket
2023-03-05 00:02:55,主世界,LodgedSphinx459,-10316,59,-896,使用物品点击方块,minecraft:dirt,-10317,57,-897,使用物品：Water Bucket 类型：minecraft:water_bucket
2023-03-05 00:02:55,主世界,LodgedSphinx459,-10316,59,-896,放置方块,minecraft:dirt,-10317,57,-897,
2023-03-05 00:02:56,主世界,LodgedSphinx459,-10316,59,-896,使用物品点击方块,minecraft:water,-10317,57,-896,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:02:56,主世界,LodgedSphinx459,-10316,59,-896,放置方块,minecraft:water,-10317,57,-896,
2023-03-05 00:03:03,主世界,LodgedSphinx459,-10320,41,-898,使用物品点击方块,minecraft:cobblestone,-10321,38,-899,使用物品：Water Bucket 类型：minecraft:water_bucket
2023-03-05 00:03:03,主世界,LodgedSphinx459,-10320,41,-898,放置方块,minecraft:cobblestone,-10321,38,-899,
2023-03-05 00:03:03,主世界,LodgedSphinx459,-10320,41,-899,使用物品点击方块,minecraft:cobblestone,-10321,36,-900,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:03:03,主世界,LodgedSphinx459,-10320,41,-899,放置方块,minecraft:cobblestone,-10321,36,-900,
2023-03-05 00:03:06,主世界,LodgedSphinx459,-10321,39,-901,使用物品点击方块,minecraft:stone,-10322,42,-897,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:03:06,主世界,LodgedSphinx459,-10321,39,-901,放置方块,minecraft:stone,-10322,42,-897,
2023-03-05 00:03:07,主世界,LodgedSphinx459,-10320,39,-901,使用物品点击方块,minecraft:water,-10321,39,-899,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:03:07,主世界,LodgedSphinx459,-10320,39,-901,放置方块,minecraft:water,-10321,39,-899,
2023-03-05 00:04:06,主世界,LodgedSphinx459,-10286,-30,-899,使用物品点击方块,minecraft:tuff,-10283,-33,-898,使用物品：Gunpowder 类型：minecraft:gunpowder
2023-03-05 00:04:06,主世界,LodgedSphinx459,-10286,-30,-899,放置方块,minecraft:tuff,-10283,-33,-898,
2023-03-05 00:04:56,主世界,LodgedSphinx459,-10359,-14,-890,使用物品,Diamond Pickaxe +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-05 00:04:56,主世界,LodgedSphinx459,-10358,-14,-891,破坏方块,minecraft:deepslate,-10359,-17,-891,
2023-03-05 00:04:57,主世界,LodgedSphinx459,-10359,-15,-890,捡起物品,Cobbled Deepslate,-10359,-17,-891,1个
2023-03-05 00:04:57,主世界,LodgedSphinx459,-10358,-15,-891,破坏方块,minecraft:deepslate,-10359,-18,-891,
2023-03-05 00:04:58,主世界,LodgedSphinx459,-10359,-16,-890,捡起物品,Cobbled Deepslate,-10358,-17,-890,1个
2023-03-05 00:04:58,主世界,LodgedSphinx459,-10358,-16,-891,破坏方块,minecraft:deepslate,-10359,-19,-891,
2023-03-05 00:04:58,主世界,LodgedSphinx459,-10359,-17,-890,捡起物品,Cobbled Deepslate,-10359,-19,-891,1个
2023-03-05 00:04:59,主世界,LodgedSphinx459,-10358,-17,-891,破坏方块,minecraft:deepslate,-10359,-20,-891,
2023-03-05 00:04:59,主世界,LodgedSphinx459,-10359,-18,-890,捡起物品,Cobbled Deepslate,-10359,-20,-890,1个
2023-03-05 00:05:00,主世界,LodgedSphinx459,-10358,-18,-891,破坏方块,minecraft:deepslate,-10359,-21,-891,
2023-03-05 00:05:00,主世界,LodgedSphinx459,-10359,-19,-890,捡起物品,Cobbled Deepslate,-10359,-21,-890,1个
2023-03-05 00:05:01,主世界,LodgedSphinx459,-10358,-19,-891,破坏方块,minecraft:deepslate,-10359,-22,-891,
2023-03-05 00:05:01,主世界,LodgedSphinx459,-10359,-20,-890,捡起物品,Cobbled Deepslate,-10358,-22,-890,1个
2023-03-05 00:05:01,主世界,LodgedSphinx459,-10358,-20,-891,破坏方块,minecraft:deepslate,-10359,-23,-891,
2023-03-05 00:05:02,主世界,LodgedSphinx459,-10359,-21,-890,捡起物品,Cobbled Deepslate,-10359,-23,-891,1个
2023-03-05 00:05:02,主世界,LodgedSphinx459,-10358,-21,-891,破坏方块,minecraft:deepslate,-10359,-24,-891,
2023-03-05 00:05:03,主世界,LodgedSphinx459,-10359,-22,-890,捡起物品,Cobbled Deepslate,-10359,-23,-890,1个
2023-03-05 00:05:03,主世界,LodgedSphinx459,-10358,-22,-891,破坏方块,minecraft:deepslate,-10359,-25,-891,
2023-03-05 00:05:04,主世界,LodgedSphinx459,-10359,-23,-890,捡起物品,Cobbled Deepslate,-10359,-24,-891,1个
2023-03-05 00:05:04,主世界,LodgedSphinx459,-10358,-23,-891,破坏方块,minecraft:deepslate,-10359,-26,-891,
2023-03-05 00:05:05,主世界,LodgedSphinx459,-10359,-24,-890,捡起物品,Cobbled Deepslate,-10359,-26,-890,1个
2023-03-05 00:05:05,主世界,LodgedSphinx459,-10358,-24,-891,破坏方块,minecraft:deepslate,-10359,-27,-891,
2023-03-05 00:05:05,主世界,LodgedSphinx459,-10359,-25,-890,捡起物品,Cobbled Deepslate,-10358,-26,-890,1个
2023-03-05 00:05:06,主世界,LodgedSphinx459,-10358,-25,-891,破坏方块,minecraft:deepslate,-10359,-28,-891,
2023-03-05 00:05:06,主世界,LodgedSphinx459,-10359,-26,-891,捡起物品,Cobbled Deepslate,-10359,-28,-891,1个
2023-03-05 00:05:07,主世界,LodgedSphinx459,-10359,-26,-891,破坏方块,minecraft:deepslate,-10359,-29,-891,
2023-03-05 00:05:07,主世界,LodgedSphinx459,-10359,-27,-891,捡起物品,Cobbled Deepslate,-10358,-29,-890,1个
2023-03-05 00:05:08,主世界,LodgedSphinx459,-10359,-27,-891,破坏方块,minecraft:deepslate,-10359,-30,-891,
2023-03-05 00:05:08,主世界,LodgedSphinx459,-10359,-28,-891,捡起物品,Cobbled Deepslate,-10358,-30,-891,1个
2023-03-05 00:05:08,主世界,LodgedSphinx459,-10359,-28,-891,破坏方块,minecraft:deepslate,-10359,-31,-891,
2023-03-05 00:05:09,主世界,LodgedSphinx459,-10359,-29,-891,捡起物品,Cobbled Deepslate,-10359,-31,-891,1个
2023-03-05 00:05:09,主世界,LodgedSphinx459,-10359,-29,-891,破坏方块,minecraft:deepslate,-10359,-32,-891,
2023-03-05 00:05:10,主世界,LodgedSphinx459,-10359,-30,-891,捡起物品,Cobbled Deepslate,-10359,-32,-890,1个
2023-03-05 00:05:10,主世界,LodgedSphinx459,-10359,-30,-891,破坏方块,minecraft:deepslate,-10359,-33,-891,
2023-03-05 00:05:11,主世界,LodgedSphinx459,-10359,-31,-891,捡起物品,Cobbled Deepslate,-10358,-33,-891,1个
2023-03-05 00:05:11,主世界,LodgedSphinx459,-10359,-31,-891,破坏方块,minecraft:deepslate,-10359,-34,-891,
2023-03-05 00:05:12,主世界,LodgedSphinx459,-10359,-32,-891,捡起物品,Cobbled Deepslate,-10359,-34,-890,1个
2023-03-05 00:05:12,主世界,LodgedSphinx459,-10359,-32,-891,破坏方块,minecraft:deepslate,-10359,-35,-891,
2023-03-05 00:05:13,主世界,LodgedSphinx459,-10359,-33,-891,捡起物品,Cobbled Deepslate,-10358,-34,-890,1个
2023-03-05 00:05:13,主世界,LodgedSphinx459,-10359,-33,-891,破坏方块,minecraft:deepslate,-10359,-36,-891,
2023-03-05 00:05:13,主世界,LodgedSphinx459,-10359,-34,-891,捡起物品,Cobbled Deepslate,-10358,-35,-891,1个
2023-03-05 00:05:14,主世界,LodgedSphinx459,-10359,-34,-891,破坏方块,minecraft:deepslate,-10359,-37,-891,
2023-03-05 00:05:14,主世界,LodgedSphinx459,-10359,-35,-891,捡起物品,Cobbled Deepslate,-10359,-36,-890,1个
2023-03-05 00:05:15,主世界,LodgedSphinx459,-10359,-35,-891,破坏方块,minecraft:deepslate,-10359,-38,-891,
2023-03-05 00:05:15,主世界,LodgedSphinx459,-10359,-36,-891,捡起物品,Cobbled Deepslate,-10358,-38,-890,1个
2023-03-05 00:05:15,主世界,LodgedSphinx459,-10359,-36,-891,破坏方块,minecraft:deepslate,-10359,-39,-891,
2023-03-05 00:05:16,主世界,LodgedSphinx459,-10359,-37,-891,捡起物品,Cobbled Deepslate,-10358,-39,-890,1个
2023-03-05 00:05:16,主世界,LodgedSphinx459,-10359,-37,-891,破坏方块,minecraft:deepslate,-10359,-40,-891,
2023-03-05 00:05:17,主世界,LodgedSphinx459,-10359,-38,-891,捡起物品,Cobbled Deepslate,-10359,-40,-890,1个
2023-03-05 00:05:17,主世界,LodgedSphinx459,-10359,-38,-891,破坏方块,minecraft:deepslate,-10359,-41,-891,
2023-03-05 00:05:18,主世界,LodgedSphinx459,-10358,-39,-891,捡起物品,Cobbled Deepslate,-10359,-40,-890,1个
2023-03-05 00:05:18,主世界,LodgedSphinx459,-10358,-39,-891,破坏方块,minecraft:deepslate,-10359,-42,-891,
2023-03-05 00:05:19,主世界,LodgedSphinx459,-10359,-40,-891,捡起物品,Cobbled Deepslate,-10358,-41,-891,1个
2023-03-05 00:05:19,主世界,LodgedSphinx459,-10359,-40,-891,破坏方块,minecraft:deepslate,-10359,-43,-891,
2023-03-05 00:05:19,主世界,LodgedSphinx459,-10359,-41,-891,捡起物品,Cobbled Deepslate,-10359,-43,-891,1个
2023-03-05 00:05:19,主世界,LodgedSphinx459,-10359,-41,-891,破坏方块,minecraft:tuff,-10359,-44,-891,
2023-03-05 00:05:20,主世界,LodgedSphinx459,-10359,-42,-891,捡起物品,Tuff,-10359,-44,-890,1个
2023-03-05 00:05:20,主世界,LodgedSphinx459,-10359,-42,-891,破坏方块,minecraft:tuff,-10359,-45,-891,
2023-03-05 00:05:21,主世界,LodgedSphinx459,-10359,-43,-891,捡起物品,Tuff,-10359,-44,-891,1个
2023-03-05 00:05:21,主世界,LodgedSphinx459,-10359,-43,-891,破坏方块,minecraft:tuff,-10359,-46,-891,
2023-03-05 00:05:21,主世界,LodgedSphinx459,-10359,-44,-891,捡起物品,Tuff,-10359,-45,-890,1个
2023-03-05 00:05:22,主世界,LodgedSphinx459,-10359,-44,-891,破坏方块,minecraft:deepslate,-10359,-47,-891,
2023-03-05 00:05:22,主世界,LodgedSphinx459,-10359,-45,-891,捡起物品,Cobbled Deepslate,-10358,-47,-890,1个
2023-03-05 00:05:22,主世界,LodgedSphinx459,-10359,-45,-891,破坏方块,minecraft:deepslate,-10359,-48,-891,
2023-03-05 00:05:23,主世界,LodgedSphinx459,-10359,-46,-891,捡起物品,Cobbled Deepslate,-10359,-48,-890,1个
2023-03-05 00:05:23,主世界,LodgedSphinx459,-10359,-46,-891,破坏方块,minecraft:deepslate,-10359,-49,-891,
2023-03-05 00:05:24,主世界,LodgedSphinx459,-10359,-47,-891,捡起物品,Cobbled Deepslate,-10359,-49,-891,1个
2023-03-05 00:05:24,主世界,LodgedSphinx459,-10359,-47,-891,破坏方块,minecraft:deepslate,-10359,-50,-891,
2023-03-05 00:05:25,主世界,LodgedSphinx459,-10359,-48,-891,捡起物品,Cobbled Deepslate,-10358,-50,-891,1个
2023-03-05 00:05:25,主世界,LodgedSphinx459,-10359,-48,-891,破坏方块,minecraft:deepslate,-10359,-51,-891,
2023-03-05 00:05:26,主世界,LodgedSphinx459,-10359,-49,-891,捡起物品,Cobbled Deepslate,-10359,-51,-891,1个
2023-03-05 00:05:26,主世界,LodgedSphinx459,-10359,-49,-891,破坏方块,minecraft:deepslate,-10359,-52,-891,
2023-03-05 00:05:27,主世界,LodgedSphinx459,-10359,-50,-891,捡起物品,Cobbled Deepslate,-10359,-52,-890,1个
2023-03-05 00:05:27,主世界,LodgedSphinx459,-10359,-50,-891,破坏方块,minecraft:deepslate,-10359,-53,-891,
2023-03-05 00:05:27,主世界,LodgedSphinx459,-10359,-51,-891,捡起物品,Cobbled Deepslate,-10358,-53,-891,1个
2023-03-05 00:05:28,主世界,LodgedSphinx459,-10359,-51,-891,破坏方块,minecraft:deepslate,-10359,-54,-891,
2023-03-05 00:05:28,主世界,LodgedSphinx459,-10359,-52,-891,捡起物品,Cobbled Deepslate,-10359,-54,-891,1个
2023-03-05 00:05:29,主世界,LodgedSphinx459,-10359,-52,-891,破坏方块,minecraft:deepslate,-10359,-55,-891,
2023-03-05 00:05:29,主世界,LodgedSphinx459,-10359,-53,-891,捡起物品,Cobbled Deepslate,-10358,-54,-890,1个
2023-03-05 00:05:29,主世界,LodgedSphinx459,-10359,-53,-891,破坏方块,minecraft:tuff,-10359,-56,-891,
2023-03-05 00:05:30,主世界,LodgedSphinx459,-10359,-54,-891,捡起物品,Tuff,-10359,-56,-891,1个
2023-03-05 00:05:30,主世界,LodgedSphinx459,-10359,-54,-891,破坏方块,minecraft:tuff,-10359,-57,-891,
2023-03-05 00:05:30,主世界,LodgedSphinx459,-10359,-55,-891,捡起物品,Tuff,-10359,-57,-890,1个
2023-03-05 00:05:30,主世界,LodgedSphinx459,-10359,-55,-891,破坏方块,minecraft:tuff,-10359,-58,-891,
2023-03-05 00:05:31,主世界,LodgedSphinx459,-10359,-56,-891,捡起物品,Tuff,-10358,-57,-891,1个
2023-03-05 00:05:31,主世界,LodgedSphinx459,-10359,-56,-891,破坏方块,minecraft:tuff,-10359,-59,-891,
2023-03-05 00:05:32,主世界,LodgedSphinx459,-10359,-57,-891,捡起物品,Tuff,-10359,-59,-890,1个
2023-03-05 00:05:34,主世界,LodgedSphinx459,-10359,-57,-891,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:05:35,主世界,LodgedSphinx459,-10359,-57,-891,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:05:35,主世界,LodgedSphinx459,-10359,-57,-891,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:05:36,主世界,LodgedSphinx459,-10359,-57,-891,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:05:38,主世界,LodgedSphinx459,-10359,-57,-891,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:05:38,主世界,LodgedSphinx459,-10359,-57,-891,玩家死亡,,,,,
2023-03-05 00:05:39,主世界,LodgedSphinx459,-10359,-57,-891,重生,,,,,
2023-03-05 00:05:45,主世界,LodgedSphinx459,-10300,71,-862,使用物品点击方块,minecraft:grass,-10305,68,-863,使用物品：Water Bucket 类型：minecraft:water_bucket
2023-03-05 00:05:45,主世界,LodgedSphinx459,-10300,71,-862,放置方块,minecraft:grass,-10305,68,-863,
2023-03-05 00:05:52,主世界,Arrow,,,,弹射物击中,Spider,-10296,68,-864,
2023-03-05 00:05:55,主世界,Arrow,,,,弹射物击中,Spider,-10300,69,-862,
2023-03-05 00:05:57,主世界,Arrow,,,,弹射物击中,Spider,-10307,69,-861,
2023-03-05 00:05:58,主世界,LodgedSphinx459,-10292,70,-865,切换维度,前往下界,,,,
2023-03-05 00:06:03,下界,LodgedSphinx459,-1287,78,-95,使用物品点击方块,minecraft:soul_sand,-1290,76,-96,使用物品：Potion of Regeneration 类型：minecraft:potion
2023-03-05 00:06:03,下界,LodgedSphinx459,-1287,78,-95,放置方块,minecraft:soul_sand,-1290,76,-96,
2023-03-05 00:06:22,下界,LodgedSphinx459,-1272,34,-61,玩家死亡,,,,,
2023-03-05 00:06:23,下界,LodgedSphinx459,-1272,34,-61,切换维度,前往主世界,,,,
2023-03-05 00:06:23,主世界,LodgedSphinx459,-10286,70,-873,重生,,,,,
2023-03-05 00:06:24,主世界,Arrow,,,,弹射物击中,Spider,-10308,69,-861,
2023-03-05 00:06:25,主世界,Arrow,,,,弹射物击中,Spider,-10308,69,-861,
2023-03-05 00:06:26,主世界,Arrow,,,,弹射物击中,Spider,-10308,69,-861,
2023-03-05 00:06:26,主世界,Spider,-10308,69,-861,生物死亡,,,,,由于Skeleton的攻击
2023-03-05 00:06:33,主世界,LodgedSphinx459,-10293,70,-865,切换维度,前往下界,,,,
2023-03-05 00:06:41,下界,LodgedSphinx459,-1287,78,-95,使用物品点击方块,minecraft:obsidian,-1287,77,-94,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:06:41,下界,LodgedSphinx459,-1287,78,-95,放置方块,minecraft:obsidian,-1287,77,-94,
2023-03-05 00:06:57,下界,LodgedSphinx459,-1264,36,-60,使用物品点击方块,minecraft:lava,-1266,31,-60,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:06:57,下界,LodgedSphinx459,-1264,36,-60,放置方块,minecraft:lava,-1266,31,-60,
2023-03-05 00:06:59,下界,LodgedSphinx459,-1265,30,-57,玩家死亡,,,,,
2023-03-05 00:07:00,下界,LodgedSphinx459,-1265,30,-57,切换维度,前往主世界,,,,
2023-03-05 00:07:00,主世界,LodgedSphinx459,-10286,70,-873,重生,,,,,
2023-03-05 00:07:09,主世界,LodgedSphinx459,-10301,71,-863,使用物品点击方块,minecraft:grass,-10305,68,-863,使用物品：Lava Bucket 类型：minecraft:lava_bucket
2023-03-05 00:07:09,主世界,LodgedSphinx459,-10301,71,-863,放置方块,minecraft:grass,-10305,68,-863,
2023-03-05 00:07:09,主世界,LodgedSphinx459,-10301,71,-863,使用物品点击方块,minecraft:obsidian,-10305,69,-863,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:07:09,主世界,LodgedSphinx459,-10301,71,-863,放置方块,minecraft:obsidian,-10305,69,-863,
2023-03-05 00:07:10,主世界,LodgedSphinx459,-10301,71,-863,使用物品点击方块,minecraft:grass,-10302,68,-862,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:07:10,主世界,LodgedSphinx459,-10301,71,-863,放置方块,minecraft:grass,-10302,68,-862,
2023-03-05 00:07:12,主世界,LodgedSphinx459,-10301,71,-863,使用物品,Diamond Pickaxe +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-05 00:07:18,主世界,LodgedSphinx459,-10301,71,-863,破坏方块,minecraft:obsidian,-10305,69,-863,
2023-03-05 00:07:21,主世界,LodgedSphinx459,-10303,71,-862,捡起物品,Obsidian,-10304,69,-862,1个
2023-03-05 00:07:29,主世界,LodgedSphinx459,-10292,70,-866,切换维度,前往下界,,,,
2023-03-05 00:07:44,下界,LodgedSphinx459,-1262,37,-58,使用物品点击方块,minecraft:lava,-1264,31,-57,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:07:44,下界,LodgedSphinx459,-1262,37,-58,放置方块,minecraft:lava,-1264,31,-57,
2023-03-05 00:07:47,下界,LodgedSphinx459,-1261,31,-55,玩家死亡,,,,,
2023-03-05 00:07:47,下界,LodgedSphinx459,-1261,31,-55,切换维度,前往主世界,,,,
2023-03-05 00:07:47,主世界,LodgedSphinx459,-10286,70,-873,重生,,,,,
2023-03-05 00:08:09,主世界,LodgedSphinx459,-10211,67,-877,使用物品点击方块,minecraft:grass,-10209,62,-880,使用物品：Lava Bucket 类型：minecraft:lava_bucket
2023-03-05 00:08:09,主世界,LodgedSphinx459,-10211,67,-877,放置方块,minecraft:grass,-10209,62,-880,
2023-03-05 00:08:11,主世界,LodgedSphinx459,-10211,67,-877,使用物品点击方块,minecraft:flowing_lava,-10209,63,-880,使用物品：Bucket 类型：minecraft:bucket
2023-03-05 00:08:11,主世界,LodgedSphinx459,-10211,67,-877,放置方块,minecraft:flowing_lava,-10209,63,-880,
2023-03-05 00:08:11,主世界,LodgedSphinx459,-10211,67,-877,使用物品点击方块,minecraft:grass,-10209,62,-880,使用物品：Lava Bucket 类型：minecraft:lava_bucket
2023-03-05 00:08:11,主世界,LodgedSphinx459,-10211,67,-877,放置方块,minecraft:grass,-10209,62,-880,
2023-03-05 00:08:13,主世界,LodgedSphinx459,-10209,65,-879,使用物品,Diamond Pickaxe +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-05 00:08:14,主世界,LodgedSphinx459,-10208,65,-879,使用物品,Diamond Pickaxe +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-05 00:08:14,主世界,LodgedSphinx459,-10208,65,-879,使用物品,Diamond Pickaxe +5 1561 ,,,,类型：minecraft:diamond_pickaxe
2023-03-05 00:08:21,主世界,LodgedSphinx459,-10208,65,-879,破坏方块,minecraft:obsidian,-10209,62,-879,
2023-03-05 00:08:21,主世界,LodgedSphinx459,-10208,65,-879,捡起物品,Obsidian,-10208,63,-878,1个
2023-03-05 00:09:07,主世界,LodgedSphinx459,-10049,67,-931,使用物品,Bucket,,,,类型：minecraft:bucket
2023-03-05 00:09:07,主世界,LodgedSphinx459,-10049,67,-931,破坏方块,minecraft:grass,-10050,66,-931,
2023-03-05 00:09:08,主世界,LodgedSphinx459,-10049,68,-931,捡起物品,Dirt,-10049,66,-930,1个
2023-03-05 00:09:38,主世界,LodgedSphinx459,-9933,65,-993,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:09:38,主世界,LodgedSphinx459,-9930,65,-992,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:09:39,主世界,LodgedSphinx459,-9928,65,-991,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:09:40,主世界,LodgedSphinx459,-9926,65,-990,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:09:42,主世界,LodgedSphinx459,-9920,65,-987,使用物品,菜单,,,,类型：pa:menu
2023-03-05 00:09:42,主世界,LodgedSphinx459,-9919,64,-986,玩家死亡,,,,,
2023-03-05 00:09:43,主世界,LodgedSphinx459,-9919,64,-986,重生,,,,,
